open,high,low,close,volume,sarBull,emaBull,rsiVal,macdHist,cmfVal,vwapBull,plusDI,minusDI,volumeSpike,candlePattern,label,ema9,ema21,ema_crossover,rsi,macd,macd_signal,macd_hist,atr,atr_zscore,volatility_compression,xgb_prediction,target_v101,rsi_lag1,macd_lag1,cmfVal_lag1,ema9_lag1,ema21_lag1,atr_lag1,rsi_roc,macd_roc
407.9711145784021,414.024740985128,407.9559826808338,416.4178634793663,1790617,1,0,56.68435279561629,-0.493259000707569,0.2852071733493346,0,31.718371178725327,10.871270521014589,1,1,1,418.6821397141414,418.4687456699229,1,47.47415178810771,0.3235583117346436,0.4978981310536051,-0.1743398193189614,15.4132658665947,0.6529434294784296,0,0,0,47.07626289826281,0.5677610510286968,-0.0297404161839946,419.24856778928,418.68306164124425,15.720897049226076,0.3978888898449,-0.24420273929405317
411.2348496934656,427.2381061673371,405.0506198113886,407.28590026603,1894461,0,0,57.51020005580016,0.2342099878841266,0.0024829102561971,1,27.99192473790718,36.99500511743626,1,0,1,416.40196687653,417.4146129950764,0,48.15030497615136,-0.5546254418795797,0.2873079909573697,-0.8419334328369494,15.528022150707256,0.7294364743336914,0,1,1,47.47415178810771,0.3235583117346436,0.2852071733493346,418.6821397141414,418.4687456699229,15.4132658665947,0.6761531880436493,-0.8781837536142234
414.9556815500849,429.9885963712847,409.30179223664976,425.1845190582986,1264931,1,1,48.54086440592788,-0.1885223056239666,0.1445977633440132,0,39.88768231741585,12.142982138794553,0,1,0,418.1590475181522,418.1445819933985,1,50.83486009172679,0.1108085304079509,0.2519966396588349,-0.141188109250884,15.763298388728852,0.962135774342529,0,0,0,48.15030497615136,-0.5546254418795797,0.0024829102561971,416.40196687653,417.4146129950764,15.528022150707256,2.684555115575428,0.6654339722875307
409.1697492658453,415.0491130103253,410.58540136872375,412.14311304323854,2164156,1,0,67.877668796258,-0.2779636013776262,-0.0371891313169544,1,16.54093228107886,18.021950421376022,0,0,0,416.9555481768771,417.5824629127076,0,47.941750896567896,-0.3548851937693484,0.1305887536839508,-0.4854739474532993,15.111957209534308,-0.0613018100603739,0,0,1,50.83486009172679,0.1108085304079509,0.1445977633440132,418.1590475181522,418.1445819933985,15.763298388728852,-2.8931091951588925,-0.4656937241772993
414.517262747898,421.42391332709616,409.9289356215537,406.9465162482387,2354348,0,1,70.82052285782314,-0.8640894206485495,0.0628523124098192,0,18.377292797904666,12.741997857670894,0,0,1,414.95332594586137,416.5889985364241,0,41.91295933842536,-1.109316123792837,-0.1174437361441166,-0.9918723876487204,15.598307436422605,0.6382466494654379,0,1,1,47.941750896567896,-0.3548851937693484,-0.0371891313169544,416.9555481768771,417.5824629127076,15.111957209534308,-6.028791558142537,-0.7544309300234886
416.8931298152765,411.5814684180507,403.0535969629651,405.68853525633057,1410127,0,0,72.02096022555705,-0.5548747786800043,0.0311527843313964,0,16.554478422428435,18.981605177318222,1,1,0,413.10005988131314,415.5733628929135,0,49.0394769471198,-1.7827645470118796,-0.4505632472901889,-1.3322012997216908,14.780997866670194,-0.964535070223288,0,1,1,41.91295933842536,-1.109316123792837,0.0628523124098192,414.95332594586137,416.5889985364241,15.598307436422605,7.126517608694442,-0.6734484232190425
411.0437779924845,422.5709429875085,404.4316301565688,409.80417169688894,882036,0,0,31.940357635970585,-0.4558775695304691,-0.168443194322718,1,38.98907495536193,27.71909931088566,0,1,1,412.4407946130432,415.0370409716863,0,45.403101800371765,-1.9750177066950412,-0.7554946715097459,-1.2195230351852957,15.530610303692129,0.4316104750067719,0,1,0,49.0394769471198,-1.7827645470118796,0.0311527843313964,413.10005988131314,415.5733628929135,14.780997866670194,-3.636375146748037,-0.1922531596831616
406.500320885652,419.702130682916,402.3963536843095,405.816299384707,1889810,0,0,61.17386341097939,0.0926373157462725,-0.1885869817309247,1,26.26842371760157,31.693293196757104,1,1,0,411.1157546649605,414.1816092803618,0,41.11168267184378,-2.408476147651868,-1.0861261255049652,-1.322350022146903,15.362827277536658,-0.049919372447305,0,0,1,45.403101800371765,-1.9750177066950412,-0.168443194322718,412.4407946130432,415.0370409716863,15.530610303692129,-4.291419128527984,-0.43345844095682673
406.32059522648416,418.63680801772347,406.2875907494147,423.10336730613017,1800381,1,1,59.55788939211448,0.2248409155905994,-0.0183826161275391,1,15.477493417993513,26.376414756268723,0,0,0,413.51348116920695,415.0077640010484,0,52.835884794872285,-1.3913991678476805,-1.147185928367069,-0.2442132394806118,14.97422743190309,-1.0993624505791268,1,0,0,41.11168267184378,-2.408476147651868,-0.1885869817309247,411.1157546649605,414.1816092803618,15.362827277536658,11.724202123028505,1.0170769798041874
408.0013750763625,421.8553382788896,411.8730506859311,424.55956868495286,1217988,0,1,33.17871766231083,-0.2533966707936918,0.0428835619374007,0,33.41933917842228,28.33987701286911,1,0,0,415.7228490341415,415.89076796490406,0,54.18513173477244,-0.4669059544831384,-1.0111206734688842,0.5442147189857458,15.18326970594403,-0.4855154853421847,0,0,0,52.835884794872285,-1.3913991678476805,-0.0183826161275391,413.51348116920695,415.0077640010484,14.97422743190309,1.349246939900155,0.924493213364542
408.1789466016762,422.10080255741485,410.7612483664991,425.6706157490544,1544603,0,0,41.99705696040997,-0.5318063850306846,-0.0608349954702384,1,15.17582007589311,15.029272510930651,0,0,0,417.71251070460926,416.7934677996574,1,52.137470881926376,0.3481705954336576,-0.7392476175112586,1.087418212944916,14.827339106752516,-1.3246487143360706,1,0,0,54.18513173477244,-0.4669059544831384,0.0428835619374007,415.7228490341415,415.89076796490406,15.18326970594403,-2.0476608528460645,0.815076549916796
416.9970419087787,420.6228331949758,405.3452208871042,422.371842962196,1697442,1,1,39.42982069887441,0.5931863366585918,-0.2563569031855674,1,30.91642965053608,19.95244109110203,0,1,1,418.64441774640295,417.3076469471753,1,54.31104091540575,0.7268988250376083,-0.4460055565083526,1.172904381545961,15.309946530836518,-0.037911717131132,0,1,1,52.137470881926376,0.3481705954336576,-0.0608349954702384,417.71251070460926,416.7934677996574,14.827339106752516,2.173570033479372,0.3787282296039507
412.76940852033937,419.7536758424741,407.4905981004176,419.4382390038036,2447557,0,0,47.983152092229886,0.1050425699484315,0.0645158075275557,0,15.004523536427635,14.214895326204122,0,1,1,418.80318753020265,417.50378334949465,1,44.70424498237699,0.7874192873447896,-0.1993119917215829,0.9867312790663724,15.373951454109315,0.1316111548042547,0,0,1,54.31104091540575,0.7268988250376083,-0.2563569031855674,418.64441774640295,417.3076469471753,15.309946530836518,-9.606795933028756,0.06052046230718133
415.07919179033456,413.8654532716608,405.20154005290055,414.3229398966758,1033770,1,0,27.776292321228865,0.0922109254308314,-0.0157286258687325,0,29.565687977453592,20.614014917801825,0,0,0,417.9071130245857,417.2112995251902,1,48.81565357978467,0.4278978233796806,-0.0738665317922824,0.501764355171963,15.046514942532042,-0.6655793737951453,0,0,1,44.70424498237699,0.7874192873447896,0.0645158075275557,418.80318753020265,417.50378334949465,15.373951454109315,4.1114085974076815,-0.35952146396510903
412.5678823078532,426.8970250700144,411.79421228017577,409.97568179063455,2225275,0,1,59.60888308684795,0.0022559326993846,0.1665420568276968,1,35.99963961282759,27.235669121488453,0,1,1,416.3207914016412,416.5466654138672,0,46.42812712499003,-0.197356705627385,-0.0985651173561664,-0.0987915882712186,15.525181155506557,0.8927084983990659,0,1,1,48.81565357978467,0.4278978233796806,-0.0157286258687325,417.9071130245857,417.2112995251902,15.046514942532042,-2.3875264547946458,-0.6252545290070656
407.48156641238216,427.0106066139948,404.12850761659854,411.531802910704,785791,1,1,44.95069511880386,-0.425401934105367,0.2117636059717561,1,38.580122412709024,38.402314138612496,1,1,1,415.362976615467,416.0864564779082,0,52.57005062091498,-0.5633074768374513,-0.1915152475381588,-0.3717922292992924,15.574796344181395,0.9730588561155906,0,1,1,46.42812712499003,-0.197356705627385,0.1665420568276968,416.3207914016412,416.5466654138672,15.525181155506557,6.141923495924949,-0.3659507712100663
412.8864415313133,421.56825493410525,404.95129944350725,418.3798875201179,1987726,0,0,60.18520398297347,-0.3425643839764556,0.0829040659613269,1,11.079458680321652,39.33089979681953,0,1,0,415.9663674082783,416.2967415330437,0,45.24503764648569,-0.3080028158874484,-0.2148130937259889,-0.0931897221614594,15.140100585991632,-0.4495308442772479,0,0,1,52.57005062091498,-0.5633074768374513,0.2117636059717561,415.362976615467,416.0864564779082,15.574796344181395,-7.325012974429285,0.2553046609500029
416.3099932048648,415.1553600904068,408.933638816322,422.5769109992747,1833718,1,0,45.303196619533225,0.3086441652771322,-0.2574118829946598,1,35.5313031248079,24.94108673987256,1,0,0,417.2884912224629,416.8721218543119,1,58.31927646393118,0.2241555143944538,-0.1270183696633615,0.3511738840578153,14.772038515578853,-1.6122368071037885,1,0,0,45.24503764648569,-0.3080028158874484,0.0829040659613269,415.9663674082783,416.2967415330437,15.140100585991632,13.07423881744549,0.5321583302819022
413.97666157113264,429.9691692415116,400.4693057416635,421.5541713871669,1161723,0,1,41.48688557296013,0.0656896519847615,-0.004103266029455,1,30.764294888937467,16.20180240394609,0,0,1,418.1416350483481,417.3007805316161,1,62.47777209145908,0.5582115363274056,0.0100288633770136,0.548182672950392,16.058101786600684,2.0897044232415816,0,1,0,58.31927646393118,0.2241555143944538,-0.2574118829946598,417.2884912224629,416.8721218543119,14.772038515578853,4.158495627527898,0.3340560219329518
406.2065690494948,410.5487744352165,414.5277783647052,419.9059734540839,2207744,1,1,43.2914848469824,-0.0312710655561142,-0.0251755192698947,0,23.681098175211773,39.59186461094538,1,0,0,418.49450530809753,417.5391417909924,1,62.064027232660976,0.684079551955108,0.1448399862260163,0.5392395657290916,16.235067893519602,2.2279671343979843,0,0,0,62.47777209145908,0.5582115363274056,-0.004103266029455,418.1416350483481,417.3007805316161,16.058101786600684,-0.4137448587981041,0.12586801562770233
416.931240949152,413.0553652940312,401.3132743716045,409.6301699599616,1484859,1,1,52.02954297363442,-0.3856684322471119,-0.0728787210006667,1,12.12220230703016,11.70123757238368,0,1,1,416.7216278742172,416.8159365374248,0,49.866327503564925,-0.0329367192445602,0.1092844372739289,-0.1422211565184892,16.26745262577244,1.955797715605251,0,1,1,62.064027232660976,0.684079551955108,-0.0251755192698947,418.49450530809753,417.5391417909924,16.235067893519602,-12.197699729096051,-0.7170162711996682
407.3250968806521,425.8629833378482,411.1144210414769,406.8155468068929,2406352,0,0,63.01306668941142,0.1608134727946168,0.0019132271035348,1,37.155276156477086,25.943151346204417,1,1,0,414.7404023949466,415.90197594068337,0,50.781738848361485,-0.8157125262536056,-0.0757158206417534,-0.7399967056118522,16.190812367149586,1.588601681281559,0,0,1,49.866327503564925,-0.0329367192445602,-0.0728787210006667,416.7216278742172,416.8159365374248,16.26745262577244,0.91541134479656,-0.7827758070090454
